Number of Fairs Attended,Internship Applications,Job Applications,Fellowship Applications,Graduate School,Cooperative Education,Experiential Learning,On Campus Student Employment,Volunteer,First Gen,College_fds_2024,Number of Internships,Career Readiness,Alignment,Q10.4_fds_2024,Q10.5_fds_2024
1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
10,,,,,,,,,,,,,,,
12,732.0,864.0,0.0,0.0,0.0,90.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,2,7.0,5.0,8.0,5.0
39,166.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,False,,,,,,
2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
8,,,,,,,,,,,,,,,
1,128.0,52.0,8.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
24,0.0,324.0,0.0,0.0,4.0,4.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,12.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
4,28.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,True,,,,,,
1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
30,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
8,0.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,37.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,True,,,,,,
1,,,,,,,,,,,,,,,
2,114.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,0.0,8.0,0.0,0.0,0.0,0.0,32.0,4.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,,,,,,
2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,School of Architecture,2,10.0,10.0,10.0,10.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,0.0,165.0,0.0,0.0,0.0,9.0,0.0,0.0,False,,,,,,
27,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,True,College and Graduate School of Arts & Sciences,2,8.0,10.0,8.0,7.0
1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,44.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
18,1076.0,24.0,0.0,0.0,0.0,4.0,4.0,24.0,False,,,,,,
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
20,102.0,78.0,0.0,0.0,0.0,0.0,24.0,0.0,False,,,,,,
1,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,69.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,41.0,6.0,3.0,0.0,0.0,0.0,11.0,0.0,True,,,,,,
2,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,24.0,396.0,0.0,0.0,0.0,12.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,144.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,
3,45.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
5,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
11,2.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,False,,,,,,
10,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,60.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
1,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,162.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,18.0,48.0,4.0,0.0,0.0,0.0,0.0,0.0,True,College and Graduate School of Arts & Sciences,1,1.0,1.0,1.0,
14,1064.0,28.0,0.0,0.0,0.0,8.0,96.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
5,4.0,2.0,0.0,0.0,0.0,3.0,5.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
27,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,34.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
1,156.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,False,School of Engineering & Applied Science,1,5.0,7.0,7.0,6.0
1,39.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,False,,,,,,
3,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,
1,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,126.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
7,76.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,0.0,24.0,0.0,0.0,0.0,0.0,6.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,False,College and Graduate School of Arts & Sciences,0,7.0,9.0,10.0,10.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
19,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
5,489.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,630.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,1,5.0,8.0,8.0,3.0
18,1395.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
9,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,False,School of Architecture,1,9.0,9.0,10.0,7.0
1,,,,,,,,,,,,,,,
7,304.0,96.0,5.0,0.0,0.0,2.0,90.0,0.0,False,,,,,,
12,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
6,8.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,27.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
57,810.0,27.0,0.0,0.0,0.0,45.0,9.0,0.0,False,,,,,,
4,8.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
8,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,12.0,100.0,0.0,0.0,0.0,8.0,4.0,0.0,False,School of Education and Human Development,2,9.0,10.0,9.0,7.0
1,,,,,,,,,,,,,,,
1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
5,,,,,,,,,,,,,,,
1,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
24,432.0,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
4,102.0,1098.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
6,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,
17,0.0,99.0,0.0,0.0,0.0,0.0,3.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
1,4.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,102.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,
1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,39.0,18.0,0.0,0.0,0.0,0.0,3.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,34.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
8,216.0,48.0,0.0,0.0,0.0,24.0,16.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,58.0,8.0,0.0,0.0,0.0,2.0,10.0,0.0,False,,,,,,
3,0.0,72.0,6.0,0.0,0.0,0.0,12.0,0.0,False,College and Graduate School of Arts & Sciences,,,,,
1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
32,312.0,216.0,0.0,0.0,0.0,16.0,0.0,0.0,False,,,,,,
1,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
1,0.0,39.0,0.0,0.0,0.0,0.0,24.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
13,36.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,
1,18.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,0,8.0,8.0,9.0,10.0
2,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
2,0.0,88.0,0.0,0.0,0.0,0.0,24.0,0.0,False,College and Graduate School of Arts & Sciences,2,8.0,9.0,9.0,8.0
2,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,True,College and Graduate School of Arts & Sciences,0,1.0,5.0,5.0,5.0
1,,,,,,,,,,,,,,,
3,2.0,192.0,0.0,0.0,4.0,0.0,0.0,0.0,False,,,,,,
50,684.0,6.0,6.0,0.0,0.0,90.0,0.0,0.0,False,,,,,,
3,,,,,,,,,,,,,,,
4,12.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,468.0,0.0,0.0,0.0,4.0,16.0,24.0,0.0,False,School of Engineering & Applied Science,1,8.0,10.0,10.0,8.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
2,56.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,False,,,,,,
3,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
7,200.0,28.0,0.0,0.0,0.0,10.0,10.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,17.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,False,,,,,,
1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
3,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,,,,,
1,0.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
4,0.0,352.0,0.0,0.0,0.0,0.0,16.0,0.0,True,School of Education and Human Development,1,2.0,5.0,0.0,4.0
52,56.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,1,10.0,10.0,10.0,8.0
1,105.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,3+,0.0,0.0,10.0,0.0
1,,,,,,,,,,,,,,,
1,13.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,False,College and Graduate School of Arts & Sciences,,,,,
4,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
27,1206.0,2169.0,0.0,0.0,0.0,0.0,54.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
96,444.0,24.0,12.0,0.0,0.0,48.0,30.0,0.0,False,,,,,,
3,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
4,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
8,24.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,,,,,
1,,,,,,,,,,,,,,,
2,32.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
2,28.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,False,College and Graduate School of Arts & Sciences,2,8.0,10.0,10.0,8.0
2,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,False,,,,,,
21,72.0,306.0,0.0,0.0,0.0,0.0,39.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
3,156.0,345.0,0.0,0.0,0.0,6.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,School of Nursing,1,10.0,10.0,10.0,10.0
2,40.0,132.0,0.0,0.0,0.0,4.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,1,8.0,8.0,10.0,10.0
1,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,
1,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,744.0,2.0,0.0,0.0,0.0,0.0,16.0,2.0,False,,,,,,
28,272.0,32.0,16.0,0.0,0.0,0.0,24.0,0.0,False,College and Graduate School of Arts & Sciences,3+,7.0,7.0,6.0,6.0
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
12,57.0,51.0,0.0,0.0,0.0,0.0,9.0,0.0,False,,,,,,
15,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
3,6.0,258.0,6.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,2.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,True,,,,,,
1,72.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,False,,,,,,
1,18.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
6,48.0,18.0,0.0,0.0,0.0,0.0,12.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,0.0,4.0,0.0,0.0,0.0,0.0,24.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
10,98.0,72.0,0.0,0.0,0.0,0.0,4.0,0.0,False,,,,,,
1,2.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,False,,,,,,
1,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,96.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,False,College and Graduate School of Arts & Sciences,1,4.0,4.0,6.0,6.0
6,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,True,,,,,,
7,48.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
8,192.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,9.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
10,412.0,452.0,0.0,0.0,8.0,0.0,0.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
12,243.0,63.0,0.0,0.0,0.0,9.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,570.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,99.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,School of Engineering & Applied Science,2,10.0,10.0,10.0,10.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
6,675.0,36.0,0.0,0.0,0.0,0.0,36.0,0.0,False,,,,,,
4,66.0,96.0,0.0,0.0,0.0,4.0,0.0,14.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,,,,,,
6,24.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,0.0,48.0,0.0,0.0,0.0,0.0,8.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
8,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,2,6.0,9.0,10.0,10.0
1,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,
3,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
3,4.0,40.0,0.0,0.0,0.0,0.0,20.0,0.0,False,,,,,,
1,46.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,False,,,,,,
1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,1,4.0,6.0,7.0,3.0
2,,,,,,,,,,,,,,,
2,92.0,244.0,0.0,0.0,0.0,16.0,8.0,0.0,False,College and Graduate School of Arts & Sciences,1,6.0,5.0,5.0,8.0
4,,,,,,,,,,,,,,,
24,11.0,184.0,2.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
46,6.0,528.0,0.0,0.0,0.0,0.0,6.0,0.0,False,,,,,,
6,156.0,40.0,8.0,0.0,0.0,8.0,0.0,0.0,False,,,,,,
1,20.0,486.0,0.0,0.0,2.0,6.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,38.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
24,18.0,182.0,0.0,0.0,0.0,6.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
10,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,False,College and Graduate School of Arts & Sciences,2,8.0,10.0,1.0,8.0
1,,,,,,,,,,,,,,,
10,82.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,8.0,124.0,0.0,0.0,0.0,0.0,72.0,0.0,False,,,,,,
9,6.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,75.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,86.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
13,9.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,,,,,,
28,14.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
9,88.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,False,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,False,,,,,,
1,22.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
2,3.0,30.0,0.0,0.0,0.0,0.0,9.0,0.0,False,,,,,,
3,18.0,0.0,0.0,0.0,0.0,2.0,30.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
5,8.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
2,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,False,,,,,,
1,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
6,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,True,School of Data Science,0,6.0,9.0,9.0,3.0
1,,,,,,,,,,,,,,,
1,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
2,,,,,,,,,,,,,,,
1,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,2,7.0,8.0,10.0,8.0
1,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
26,48.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
20,180.0,18.0,0.0,0.0,0.0,36.0,18.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,
1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,College and Graduate School of Arts & Sciences,0,9.0,10.0,9.0,9.0
7,,,,,,,,,,,,,,,
14,222.0,246.0,0.0,0.0,0.0,12.0,0.0,0.0,False,College and Graduate School of Arts & Sciences,1,7.0,6.0,8.0,6.0
11,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,
2,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,True,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
3,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,False,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
26,576.0,36.0,4.0,0.0,0.0,8.0,16.0,0.0,False,College and Graduate School of Arts & Sciences,2,8.0,10.0,10.0,10.0
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,
